name,group
ZNF223,Non bivalent
ZNF284,Non bivalent
ZNF224,Non bivalent
ZNF225,Non bivalent
ZNF234,Non bivalent
ZNF226,Non bivalent
ZNF227,Non bivalent
ZNF233,Always_up
PVR,Non bivalent
CEACAM19,Non bivalent
BCL3,Always_up
CBLC,Non bivalent
BCAM,Non bivalent
PVRL2,Non bivalent
TOMM40,Non bivalent
APOE,Non bivalent
APOC1,Non bivalent
APOC2,Non bivalent
CLPTM1,Non bivalent
RELB,Non bivalent
CLASRP,Non bivalent
GEMIN7,Non bivalent
PPP1R37,Non bivalent
BLOC1S3,Non bivalent
MARK4,Non bivalent
KLC3,Non bivalent
CD3EAP,Non bivalent
FOSB,Pr_higher_than_Ni
PPM1N,Non bivalent
VASP,Non bivalent
EML2-AS1,Non bivalent
GIPR,Non bivalent
QPCTL,Non bivalent
BHMG1,Non bivalent
FOXA3,Non bivalent
CCDC61,Non bivalent
IGFL2,Non bivalent
DKFZp434J0226,Non bivalent
HIF3A,Ni_higher_than_Pr
PPP5C,Non bivalent
CALM3,Non bivalent
FKRP,Non bivalent
ARHGAP35,Non bivalent
NPAS1,Always_up
SAE1,Non bivalent
CCDC9,Non bivalent
INAFM1,Non bivalent
C5AR1,Non bivalent
DHX34,Non bivalent
GLTSCR1,Non bivalent
EHD2,Non bivalent
GLTSCR2,Non bivalent
SEPW1,Non bivalent
C19orf68,Non bivalent
CARD8-AS1,Non bivalent
ZNF114,Non bivalent
EMP3,Non bivalent
GRIN2D,Non bivalent
GRWD1,Non bivalent
KCNJ14,Non bivalent
CYTH2,Non bivalent
SULT2B1,Non bivalent
SPHK2,Non bivalent
FUT2,Non bivalent
PPP1R15A,Ni_higher_than_Pr
NUCB1,Non bivalent
BAX,Non bivalent
FTL,Non bivalent
RUVBL2,Non bivalent
CGB5,Ni_higher_than_Pr
SNRNP70,Non bivalent
LIN7B,Non bivalent
PPFIA3,Non bivalent
TRPM4,Non bivalent
DKKL1,Non bivalent
CCDC155,Non bivalent
GFY,Non bivalent
ALDH16A1,Non bivalent
FLT3LG,Non bivalent
RPL13A,Non bivalent
RPS11,Non bivalent
FCGRT,Non bivalent
RCN3,Non bivalent
PRRG2,Non bivalent
PRR12,Non bivalent
SCAF1,Non bivalent
BCL2L12,Non bivalent
PRMT1,Non bivalent
ADM5,Non bivalent
CPT1C,Non bivalent
AP2A1,Non bivalent
MED25,Non bivalent
PTOV1,Non bivalent
TBC1D17,Non bivalent
ATF5,Non bivalent
ZNF473,Non bivalent
MYH14,Non bivalent
NR1H2,Non bivalent
POLD1,Non bivalent
SPIB,Non bivalent
MYBPC2,Non bivalent
EMC10,Non bivalent
C19orf81,Ni_higher_than_Pr
CLEC11A,Non bivalent
GPR32,Non bivalent
IGLON5,Non bivalent
ZNF175,Always_up
SPACA6P,Non bivalent
ZNF613,Non bivalent
ZNF350-AS1,Non bivalent
PPP2R1A,Non bivalent
ZNF766,Non bivalent
ZNF480,Non bivalent
ZNF610,Non bivalent
ZNF880,Non bivalent
ZNF528,Pr_higher_than_Ni
ZNF534,Non bivalent
ZNF578,Non bivalent
ZNF808,Non bivalent
ZNF701,Non bivalent
ZNF137P,Non bivalent
ERVV-1,Non bivalent
ERVV-2,Non bivalent
ZNF818P,Non bivalent
FAM90A27P,Always_up
ZNF845,Non bivalent
ZNF525,Non bivalent
ZNF765,Non bivalent
TPM3P9,Non bivalent
ZNF761,Non bivalent
ZNF813,Non bivalent
ZNF331,Non bivalent
MYADM,Non bivalent
PRKCG,Non bivalent
CACNG7,Non bivalent
CACNG8,Ni_higher_than_Pr
NDUFA3,Non bivalent
EPS8L1,Non bivalent
BRSK1,Non bivalent
SUV420H2,Non bivalent
RPL28,Non bivalent
ZNF628,Non bivalent
NAT14,Non bivalent
SSC5D,Non bivalent
ZNF524,Non bivalent
ZNF865,Non bivalent
ZNF580,Non bivalent
ZNF581,Non bivalent
CCDC106,Non bivalent
U2AF2,Non bivalent
EPN1,Non bivalent
RFPL4A,Always_up
NLRP4,Always_up
ZNF444,Non bivalent
ZNF542P,Non bivalent
ZNF582-AS1,Non bivalent
ZNF583,Non bivalent
ZNF667-AS1,Non bivalent
ZNF471,Non bivalent
ZFP28,Non bivalent
ZNF470,Non bivalent
ZNF71,Non bivalent
ZNF264,Non bivalent
AURKC,Ni_higher_than_Pr
ZNF805,Non bivalent
ZNF460,Non bivalent
ZNF543,Non bivalent
ZNF304,Non bivalent
ZNF547,Non bivalent
TRAPPC2B,Non bivalent
ZNF548,Always_up
ZNF17,Non bivalent
ZNF749,Non bivalent
ZNF419,Non bivalent
ZNF773,Non bivalent
ZNF549,Non bivalent
ZIK1,Non bivalent
ZNF530,Non bivalent
ZNF134,Non bivalent
ZNF211,Non bivalent
ZSCAN4,Non bivalent
ZNF551,Non bivalent
ZNF776,Non bivalent
ZNF586,Non bivalent
ZNF587B,Non bivalent
ZNF587,Non bivalent
ZNF135,Non bivalent
ZNF274,Non bivalent
ZNF544,Non bivalent
ZNF8,Non bivalent
ZSCAN22,Non bivalent
A1BG-AS1,Ni_higher_than_Pr
RPS5,Non bivalent
ZNF584,Non bivalent
ZNF324B,Always_up
ZNF324,Non bivalent
ZNF446,Non bivalent
TRIM28,Non bivalent
CENPBD1P1,Non bivalent
WASH5P,Non bivalent
LINC01002,Non bivalent
PPAP2C,Non bivalent
MIER2,Non bivalent
THEG,Non bivalent
C2CD4C,Non bivalent
SHC2,Non bivalent
POLRMT,Non bivalent
RNF126,Non bivalent
LPPR3,Non bivalent
MED16,Non bivalent
R3HDM4,Non bivalent
TMEM259,Non bivalent
POLR2E,Non bivalent
SBNO2,Non bivalent
CBARP,Non bivalent
CIRBP-AS1,Non bivalent
GAMT,Non bivalent
C19orf25,Non bivalent
PCSK4,Non bivalent
ADAMTSL5,Non bivalent
MEX3D,Non bivalent
MBD3,Non bivalent
UQCR11,Non bivalent
TCF3,Non bivalent
ATP8B3,Non bivalent
REXO1,Non bivalent
KLF16,Pr_higher_than_Ni
ABHD17A,Non bivalent
BTBD2,Non bivalent
MKNK2,Non bivalent
MOB3A,Non bivalent
AP3D1,Non bivalent
PLEKHJ1,Non bivalent
LSM7,Non bivalent
TIMM13,Non bivalent
LMNB2,Non bivalent
GNG7,Non bivalent
DIRAS1,Non bivalent
SLC39A3,Non bivalent
SGTA,Non bivalent
ZNF77,Non bivalent
TLE2,Ni_higher_than_Pr
AES,Ni_higher_than_Pr
DOHH,Non bivalent
MFSD12,Non bivalent
TBXA2R,Non bivalent
CACTIN,Non bivalent
PIP5K1C,Non bivalent
APBA3,Non bivalent
MATK,Non bivalent
ZFR2,Non bivalent
DAPK3,Non bivalent
EEF2,Non bivalent
ZBTB7A,Non bivalent
MAP2K2,Non bivalent
SIRT6,Non bivalent
STAP2,Non bivalent
SH3GL1,Non bivalent
UBXN6,Non bivalent
PLIN4,Non bivalent
LRG1,Non bivalent
SEMA6B,Non bivalent
MYDGF,Non bivalent
DPP9,Non bivalent
TICAM1,Non bivalent
PLIN3,Non bivalent
PTPRS,Non bivalent
TINCR,Non bivalent
SAFB2,Non bivalent
C19orf70,Non bivalent
LONP1,Non bivalent
PRR22,Non bivalent
DUS3L,Non bivalent
FUT6,Non bivalent
FUT3,Non bivalent
NDUFA11,Non bivalent
RANBP3,Non bivalent
RFX2,Pr_higher_than_Ni
MLLT1,Non bivalent
GTF2F1,Non bivalent
KHSRP,Non bivalent
SLC25A41,Non bivalent
SLC25A23,Non bivalent
DENND1C,Non bivalent
TUBB4A,Non bivalent
CD70,Always_up
C3,Non bivalent
GPR108,Non bivalent
SH2D3A,Non bivalent
MBD3L4,Ni_higher_than_Pr
MBD3L3,Ni_higher_than_Pr
INSR,Non bivalent
PEX11G,Non bivalent
XAB2,Non bivalent
FCER2,Non bivalent
CLEC4G,Always_up
PRR36,Non bivalent
LYPLA2P2,Non bivalent
CTXN1,Non bivalent
TIMM44,Non bivalent
ELAVL1,Non bivalent
FBN3,Non bivalent
CD320,Non bivalent
NDUFA7,Non bivalent
KANK3,Non bivalent
RAB11B-AS1,Non bivalent
ZNF414,Non bivalent
ADAMTS10,Non bivalent
ZNF558,Non bivalent
ZNF699,Non bivalent
ZNF266,Non bivalent
ZNF560,Non bivalent
ZNF426,Non bivalent
ZNF121,Non bivalent
ZNF561,Non bivalent
ZNF562,Non bivalent
ZNF846,Non bivalent
FBXL12,Non bivalent
OLFM2,Non bivalent
COL5A3,Non bivalent
EIF3G,Non bivalent
DNMT1,Non bivalent
S1PR2,Non bivalent
ZGLP1,Non bivalent
FDX1L,Non bivalent
RAVER1,Non bivalent
ICAM3,Non bivalent
TYK2,Non bivalent
CDC37,Non bivalent
KEAP1,Non bivalent
S1PR5,Non bivalent
KRI1,Non bivalent
CDKN2D,Non bivalent
AP1M2,Pr_higher_than_Ni
ILF3-AS1,Non bivalent
TMED1,Non bivalent
YIPF2,Non bivalent
SPC24,Non bivalent
KANK2,Non bivalent
DOCK6,Non bivalent
RAB3D,Non bivalent
TMEM205,Non bivalent
EPOR,Non bivalent
RGL3,Non bivalent
CCDC151,Non bivalent
ELAVL3,Always_up
ZNF653,Non bivalent
ECSIT,Non bivalent
ELOF1,Non bivalent
ACP5,Non bivalent
HNRNPA1P10,Non bivalent
ZNF823,Non bivalent
ZNF433,Non bivalent
ZNF878,Non bivalent
ZNF20,Non bivalent
ZNF625,Non bivalent
ZNF625-ZNF20,Non bivalent
ZNF44,Non bivalent
ZNF563,Non bivalent
ZNF442,Non bivalent
ZNF799,Non bivalent
ZNF443,Non bivalent
ZNF709,Non bivalent
ZNF564,Non bivalent
ZNF490,Non bivalent
MAN2B1,Non bivalent
WDR83OS,Non bivalent
DHPS,Non bivalent
FBXW9,Non bivalent
TNPO2,Non bivalent
C19orf43,Non bivalent
HOOK2,Non bivalent
PRDX2,Non bivalent
RTBDN,Non bivalent
DNASE2,Non bivalent
FARSA,Non bivalent
GADD45GIP1,Non bivalent
LYL1,Non bivalent
TRMT1,Non bivalent
STX10,Non bivalent
CACNA1A,Ni_higher_than_Pr
LOC284454,Non bivalent
C19orf57,Non bivalent
PODNL1,Non bivalent
RFX1,Non bivalent
PALM3,Non bivalent
SAMD1,Non bivalent
PRKACA,Non bivalent
ASF1B,Non bivalent
ADGRL1,Non bivalent
DDX39A,Non bivalent
GIPC1,Non bivalent
DNAJB1,Non bivalent
NDUFB7,Non bivalent
ADGRE2,Non bivalent
SLC1A6,Non bivalent
ILVBL,Non bivalent
NOTCH3,Non bivalent
EPHX3,Pr_higher_than_Ni
BRD4,Non bivalent
AKAP8,Non bivalent
AKAP8L,Non bivalent
WIZ,Non bivalent
LOC102724279,Non bivalent
EPS15L1,Non bivalent
CHERP,Non bivalent
SLC35E1,Non bivalent
MED26,Non bivalent
SMIM7,Non bivalent
CPAMD8,Non bivalent
HAUS8,Non bivalent
NR2F6,Non bivalent
USHBP1,Non bivalent
ABHD8,Non bivalent
ANO8,Non bivalent
BST2,Non bivalent
UNC13A,Non bivalent
JAK3,Non bivalent
RAB3A,Non bivalent
PDE4C,Non bivalent
JUND,Non bivalent
LSM4,Non bivalent
LRRC25,Non bivalent
ISYNA1,Non bivalent
ELL,Non bivalent
FKBP8,Non bivalent
CRLF1,Always_up
COMP,Always_up
CERS1,Non bivalent
GDF1,Non bivalent
COPE,Non bivalent
HOMER3,Non bivalent
SUGP2,Non bivalent
TMEM161A,Non bivalent
MEF2B,Non bivalent
MEF2BNB,Non bivalent
MEF2BNB-MEF2B,Non bivalent
NR2C2AP,Non bivalent
HAPLN4,Non bivalent
SUGP1,Non bivalent
PBX4,Pr_higher_than_Ni
LPAR2,Non bivalent
GMIP,Non bivalent
ATP13A1,Non bivalent
ZNF14,Non bivalent
ZNF506,Pr_higher_than_Ni
ZNF682,Non bivalent
ZNF826P,Non bivalent
ZNF737,Non bivalent
ZNF626,Non bivalent
ZNF708,Non bivalent
ZNF43,Non bivalent
ZNF208,Non bivalent
ZNF676,Non bivalent
ZNF98,Non bivalent
ZNF99,Non bivalent
ZNF728,Non bivalent
ZNF724P,Non bivalent
IPO5P1,Non bivalent
ZNF91,Non bivalent
LINC01224,Non bivalent
ZNF675,Non bivalent
ZNF681,Non bivalent
LINC00662,Pr_higher_than_Ni
UQCRFS1,Non bivalent
C19orf12,Non bivalent
TSHZ3,Always_up
ANKRD27,Always_up
CEP89,Non bivalent
RHPN2,Non bivalent
SLC7A10,Always_up
CEBPA,Pr_higher_than_Ni
PEPD,Non bivalent
ZNF599,Always_up
ZNF792,Non bivalent
DMKN,Ni_higher_than_Pr
TMEM147-AS1,Non bivalent
IGFLR1,Non bivalent
U2AF1L4,Non bivalent
HSPB6,Non bivalent
NPHS1,Non bivalent
NFKBID,Non bivalent
TYROBP,Non bivalent
ALKBH6,Non bivalent
CLIP3,Non bivalent
THAP8,Non bivalent
POLR2I,Ni_higher_than_Pr
ZNF565,Non bivalent
LINC00665,Non bivalent
ZFP14,Non bivalent
ZFP82,Non bivalent
ZNF566,Non bivalent
ZNF260,Non bivalent
ZNF529,Non bivalent
ZNF461,Non bivalent
ZNF850,Ni_higher_than_Pr
ZNF790,Non bivalent
ZNF829,Non bivalent
ZNF585A,Non bivalent
ZNF585B,Non bivalent
LOC284412,Non bivalent
ZNF569,Non bivalent
ZNF793-AS1,Non bivalent
ZNF571,Always_up
ZFP30,Non bivalent
ZNF781,Non bivalent
ZNF607,Non bivalent
ZNF573,Non bivalent
LOC100631378,Non bivalent
DPF1,Non bivalent
PPP1R14A,Pr_higher_than_Ni
YIF1B,Non bivalent
GGN,Non bivalent
RASGRP4,Non bivalent
MAP4K1,Non bivalent
CAPN12,Non bivalent
ECH1,Non bivalent
HNRNPL,Non bivalent
RINL,Non bivalent
SIRT2,Non bivalent
SARS2,Non bivalent
FBXO17,Non bivalent
FBXO27,Non bivalent
LRFN1,Non bivalent
PAF1,Non bivalent
RPS16,Non bivalent
EID2B,Non bivalent
EID2,Non bivalent
DYRK1B,Non bivalent
FBL,Non bivalent
FCGBP,Non bivalent
ZNF780B,Non bivalent
ZNF780A,Non bivalent
AKT2,Non bivalent
C19orf47,Non bivalent
PRX,Non bivalent
SERTAD1,Non bivalent
SERTAD3,Non bivalent
BLVRB,Always_up
NUMBL,Non bivalent
ADCK4,Non bivalent
C19orf54,Ni_higher_than_Pr
TGFB1,Non bivalent
B9D2,Non bivalent
EXOSC5,Non bivalent
B3GNT8,Non bivalent
ATP5SL,Non bivalent
CEACAM7,Non bivalent
RABAC1,Non bivalent
ATP1A3,Non bivalent
GRIK5,Ni_higher_than_Pr
POU2F2,Always_up
DEDD2,Non bivalent
GSK3A,Non bivalent
ERF,Non bivalent
PAFAH1B3,Non bivalent
CNFN,Ni_higher_than_Pr
LIPE,Non bivalent
CEACAM1,Non bivalent
LYPD3,Non bivalent
PHLDB3,Non bivalent
ETHE1,Non bivalent
XRCC1,Non bivalent
IRGQ,Ni_higher_than_Pr
ZNF428,Non bivalent
CADM4,Ni_higher_than_Pr
PLAUR,Non bivalent
SMG9,Non bivalent
KCNN4,Non bivalent
LYPD5,Non bivalent
ZNF404,Non bivalent
LOC100505715,Non bivalent
ZNF45,Ni_higher_than_Pr
LOC100379224,Non bivalent
ZNF235,Non bivalent
ZNF112,Non bivalent
ZNF285,Non bivalent
ZNF229,Non bivalent
ZNF180,Non bivalent
CEACAM22P,Non bivalent
ZNF296,Non bivalent
NKPD1,Non bivalent
TRAPPC6A,Non bivalent
EXOC3L2,Always_up
CKM,Non bivalent
ERCC2,Non bivalent
PPP1R13L,Non bivalent
ERCC1,Non bivalent
RTN2,Non bivalent
OPA3,Non bivalent
GPR4,Pr_higher_than_Ni
EML2,Non bivalent
SNRPD2,Non bivalent
FBXO46,Non bivalent
SIX5,Non bivalent
DMPK,Non bivalent
DMWD,Non bivalent
SYMPK,Non bivalent
IRF2BP1,Non bivalent
MYPOP,Non bivalent
NOVA2,Non bivalent
CCDC8,Non bivalent
PNMAL1,Non bivalent
PNMAL2,Non bivalent
DACT3,Non bivalent
PRKD2,Non bivalent
STRN4,Non bivalent
SLC1A5,Non bivalent
AP2S1,Non bivalent
TMEM160,Non bivalent
ZC3H4,Non bivalent
BBC3,Non bivalent
MEIS3,Non bivalent
SLC8A2,Non bivalent
KPTN,Non bivalent
NAPA,Non bivalent
ZNF541,Non bivalent
TPRX1,Non bivalent
SULT2A1,Non bivalent
LIG1,Non bivalent
CARD8,Non bivalent
TMEM143,Non bivalent
KDELR1,Non bivalent
LMTK3,Non bivalent
FAM83E,Non bivalent
RPL18,Non bivalent
DBP,Non bivalent
CA11,Non bivalent
RASIP1,Non bivalent
FUT1,Non bivalent
BCAT2,Ni_higher_than_Pr
HSD17B14,Non bivalent
PLEKHA4,Non bivalent
TULP2,Non bivalent
GYS1,Non bivalent
CGB,Ni_higher_than_Pr
CGB8,Ni_higher_than_Pr
CGB7,Always_up
NTF4,Non bivalent
C19orf73,Non bivalent
SLC6A16,Non bivalent
TEAD2,Non bivalent
SLC17A7,Non bivalent
PIH1D1,Non bivalent
NOSIP,Non bivalent
RRAS,Non bivalent
IRF3,Non bivalent
TSKS,Non bivalent
FUZ,Non bivalent
PTOV1-AS2,Non bivalent
PNKP,Non bivalent
AKT1S1,Non bivalent
NUP62,Non bivalent
VRK3,Non bivalent
KCNC3,Non bivalent
FAM71E1,Non bivalent
JOSD2,Non bivalent
LRRC4B,Non bivalent
SHANK1,Ni_higher_than_Pr
C19orf48,Non bivalent
KLK6,Non bivalent
KLK7,Non bivalent
KLK8,Non bivalent
KLK10,Non bivalent
KLK13,Non bivalent
CTU1,Non bivalent
VSIG10L,Non bivalent
ETFB,Non bivalent
NKG7,Non bivalent
LIM2,Non bivalent
C19orf84,Non bivalent
SIGLEC14,Non bivalent
HAS1,Non bivalent
ZNF577,Non bivalent
ZNF649,Non bivalent
ZNF350,Non bivalent
ZNF615,Non bivalent
ZNF614,Non bivalent
ZNF432,Non bivalent
ZNF841,Non bivalent
ZNF616,Non bivalent
ZNF836,Non bivalent
ZNF528-AS1,Pr_higher_than_Ni
ZNF83,Non bivalent
ZNF611,Non bivalent
ZNF600,Non bivalent
ZNF28,Non bivalent
ZNF468,Non bivalent
ZNF320,Non bivalent
ZNF888,Non bivalent
ZNF321P,Non bivalent
ZNF816,Non bivalent
ZNF702P,Non bivalent
ZNF160,Ni_higher_than_Pr
ZNF415,Non bivalent
ZNF347,Non bivalent
ZNF665,Non bivalent
ZNF677,Non bivalent
NLRP12,Non bivalent
TMC4,Non bivalent
CDC42EP5,Non bivalent
PPP1R12C,Non bivalent
TNNT1,Non bivalent
TNNI3,Non bivalent
DNAAF3,Non bivalent
SYT5,Always_up
PTPRH,Non bivalent
TMEM86B,Non bivalent
PPP6R1,Non bivalent
HSPBP1,Non bivalent
COX6B2,Non bivalent
IL11,Non bivalent
UBE2S,Non bivalent
ISOC2,Non bivalent
ZNF579,Non bivalent
FIZ1,Non bivalent
ZNF784,Non bivalent
NLRP9,Non bivalent
ZNF787,Non bivalent
ZSCAN5B,Non bivalent
ZSCAN5A,Non bivalent
ZNF582,Non bivalent
ZNF667,Non bivalent
ZNF835,Non bivalent
PEG3,Ni_higher_than_Pr
ZIM2,Ni_higher_than_Pr
ZNF772,Always_up
ZNF550,Always_up
ZNF416,Non bivalent
ZNF154,Non bivalent
ZNF671,Non bivalent
ZNF552,Non bivalent
ZNF814,Non bivalent
ZNF417,Non bivalent
ZNF418,Non bivalent
ZNF256,Non bivalent
ZNF606,Non bivalent
ZSCAN18,Non bivalent
ZNF329,Non bivalent
A1BG,Non bivalent
ZNF497,Non bivalent
ZNF837,Non bivalent
ZNF132,Non bivalent
SLC27A5,Non bivalent
ZBTB45,Non bivalent
CHMP2A,Non bivalent
UBE2M,Non bivalent
MZF1,Non bivalent
ZCCHC3,Ni_higher_than_Pr
SOX12,Non bivalent
NRSN2,Non bivalent
TRIB3,Non bivalent
RBCK1,Non bivalent
FAM110A,Non bivalent
PSMF1,Non bivalent
SNPH,Always_up
SDCBP2-AS1,Non bivalent
SIRPA,Always_up
STK35,Non bivalent
NOP56,Non bivalent
EBF4,Pr_higher_than_Ni
VPS16,Non bivalent
PTPRA,Non bivalent
MRPS26,Non bivalent
OXT,Non bivalent
ITPA,Non bivalent
ATRN,Non bivalent
HSPA12B,Non bivalent
CDC25B,Non bivalent
AP5S1,Non bivalent
MAVS,Non bivalent
PANK2,Non bivalent
SMOX,Non bivalent
PRNP,Non bivalent
CDS2,Non bivalent
C20orf196,Non bivalent
CHGB,Ni_higher_than_Pr
MCM8,Non bivalent
CRLS1,Non bivalent
BMP2,Ni_higher_than_Pr
PLCB1,Always_up
PLCB4,Non bivalent
ANKEF1,Always_up
SLX4IP,Non bivalent
BTBD3,Always_up
SPTLC3,Non bivalent
ISM1,Always_up
NDUFAF5,Non bivalent
MACROD2,Always_up
SNRPB2,Always_up
DSTN,Non bivalent
MGME1,Non bivalent
PET117,Non bivalent
CSRP2BP,Non bivalent
ZNF133,Non bivalent
POLR3F,Non bivalent
SEC23B,Non bivalent
LINC00493,Non bivalent
DTD1,Non bivalent
SLC24A3,Ni_higher_than_Pr
RIN2,Non bivalent
NAA20,Non bivalent
INSM1,Pr_higher_than_Ni
KIZ,Non bivalent
XRN2,Non bivalent
NXT1,Non bivalent
GZF1,Non bivalent
ENTPD6,Non bivalent
PYGB,Non bivalent
GINS1,Non bivalent
ZNF337-AS1,Non bivalent
LOC100134868,Non bivalent
FRG1BP,Always_up
REM1,Non bivalent
HM13,Non bivalent
MCTS2P,Non bivalent
ID1,Non bivalent
ABALON,Non bivalent
TPX2,Non bivalent
MYLK2,Non bivalent
XKR7,Always_up
CCM2L,Non bivalent
TM9SF4,Non bivalent
POFUT1,Non bivalent
KIF3B,Non bivalent
ASXL1,Always_up
DNMT3B,Non bivalent
MAPRE1,Non bivalent
CBFA2T2,Non bivalent
ACTL10,Non bivalent
ZNF341,Non bivalent
CHMP4B,Non bivalent
RALY,Non bivalent
ITCH,Non bivalent
DYNLRB1,Non bivalent
MAP1LC3A,Non bivalent
TP53INP2,Always_up
ACSS2,Non bivalent
MYH7B,Non bivalent
PROCR,Pr_higher_than_Ni
MMP24,Always_up
CEP250,Non bivalent
ERGIC3,Non bivalent
SPAG4,Non bivalent
ROMO1,Non bivalent
PHF20,Non bivalent
CNBD2,Non bivalent
EPB41L1,Non bivalent
AAR2,Ni_higher_than_Pr
DLGAP4,Always_up
MYL9,Non bivalent
TGIF2,Non bivalent
C20orf24,Non bivalent
RPN2,Non bivalent
MANBAL,Non bivalent
SRC,Non bivalent
NNAT,Non bivalent
CTNNBL1,Non bivalent
VSTM2L,Ni_higher_than_Pr
RPRD1B,Non bivalent
SNHG11,Non bivalent
RALGAPB,Non bivalent
ARHGAP40,Always_up
SLC32A1,Always_up
ACTR5,Non bivalent
PPP1R16B,Non bivalent
FAM83D,Non bivalent
DHX35,Non bivalent
TOP1,Non bivalent
PLCG1,Non bivalent
LPIN3,Non bivalent
SRSF6,Non bivalent
L3MBTL1,Always_up
IFT52,Non bivalent
MYBL2,Non bivalent
TOX2,Ni_higher_than_Pr
OSER1-AS1,Non bivalent
HNF4A,Non bivalent
TTPAL,Non bivalent
PKIG,Non bivalent
YWHAB,Non bivalent
PABPC1L,Non bivalent
STK4,Non bivalent
SYS1,Non bivalent
SYS1-DBNDD2,Non bivalent
DBNDD2,Always_up
PIGT,Non bivalent
WFDC2,Non bivalent
DNTTIP1,Non bivalent
UBE2C,Non bivalent
SNX21,Non bivalent
ZSWIM3,Non bivalent
ZSWIM1,Non bivalent
CTSA,Pr_higher_than_Ni
PCIF1,Non bivalent
MMP9,Non bivalent
SLC12A5,Non bivalent
CD40,Ni_higher_than_Pr
SLC2A10,Non bivalent
EYA2,Always_up
NCOA3,Non bivalent
ARFGEF2,Non bivalent
CSE1L,Non bivalent
DDX27,Non bivalent
ZFAS1,Non bivalent
SLC9A8,Non bivalent
RNF114,Non bivalent
SNAI1,Non bivalent
LINC01273,Non bivalent
CEBPB,Non bivalent
LINC01270,Non bivalent
PTPN1,Non bivalent
PARD6B,Non bivalent
BCAS4,Non bivalent
MOCS3,Non bivalent
LINC01524,Non bivalent
TSHZ2,Ni_higher_than_Pr
PFDN4,Non bivalent
DOK5,Ni_higher_than_Pr
FAM210B,Non bivalent
CSTF1,Non bivalent
RTFDC1,Non bivalent
TFAP2C,Always_up
RAE1,Non bivalent
RBM38,Non bivalent
RAB22A,Non bivalent
VAPB,Non bivalent
STX16,Non bivalent
STX16-NPEPL1,Non bivalent
NPEPL1,Non bivalent
GNAS,Non bivalent
NELFCD,Non bivalent
EDN3,Always_up
FAM217B,Always_up
CDH4,Ni_higher_than_Pr
LSM14B,Non bivalent
SS18L1,Non bivalent
MTG2,Non bivalent
OSBPL2,Non bivalent
ADRM1,Non bivalent
RPS21,Non bivalent
SLCO4A1,Always_up
MRGBP,Non bivalent
OGFR,Non bivalent
COL9A3,Non bivalent
GID8,Non bivalent
SLC17A9,Non bivalent
BIRC7,Non bivalent
FLJ16779,Non bivalent
ARFGAP1,Non bivalent
COL20A1,Non bivalent
PPDPF,Non bivalent
C20orf195,Non bivalent
RTEL1,Non bivalent
RTEL1-TNFRSF6B,Non bivalent
TNFRSF6B,Non bivalent
ZGPAT,Non bivalent
LIME1,Non bivalent
SLC2A4RG,Non bivalent
ZBTB46-AS1,Non bivalent
TPD52L2,Non bivalent
DNAJC5,Non bivalent
PRPF6,Non bivalent
LINC00176,Non bivalent
TCEA2,Non bivalent
OPRL1,Pr_higher_than_Ni
PCMTD2,Non bivalent
LINC00266-1,Non bivalent
C20orf96,Ni_higher_than_Pr
NRSN2-AS1,Non bivalent
TBC1D20,Non bivalent
CSNK2A1,Always_up
TCF15,Always_up
SRXN1,Non bivalent
SLC52A3,Non bivalent
RSPO4,Ni_higher_than_Pr
TMEM74B,Non bivalent
SDCBP2,Non bivalent
FKBP1A,Non bivalent
NSFL1C,Non bivalent
SNRPB,Non bivalent
ZNF343,Always_up
IDH3B,Non bivalent
CPXM1,Always_up
PCED1A,Non bivalent
FASTKD5,Non bivalent
UBOX5,Non bivalent
LZTS3,Non bivalent
DDRGK1,Non bivalent
SLC4A11,Always_up
C20orf194,Non bivalent
ADAM33,Non bivalent
C20orf27,Non bivalent
CENPB,Non bivalent
RNF24,Non bivalent
ADRA1D,Always_up
RASSF2,Non bivalent
SLC23A2,Non bivalent
TMEM230,Non bivalent
PCNA,Non bivalent
LINC00654,Ni_higher_than_Pr
GPCPD1,Non bivalent
TRMT6,Non bivalent
LRRN4,Always_up
FERMT1,Always_up
TMX4,Non bivalent
MKKS,Non bivalent
JAG1,Non bivalent
TASP1,Non bivalent
ESF1,Non bivalent
FLRT3,Non bivalent
KIF16B,Non bivalent
BFSP1,Always_up
RRBP1,Non bivalent
SNORD17,Non bivalent
SNX5,Non bivalent
OVOL2,Pr_higher_than_Ni
DZANK1,Non bivalent
RBBP9,Non bivalent
CRNKL1,Ni_higher_than_Pr
RALGAPA2,Non bivalent
NKX2-2,Always_up
LINC00261,Always_up
FOXA2,Always_up
THBD,Always_up
NAPB,Ni_higher_than_Pr
CST3,Non bivalent
CST1,Non bivalent
APMAP,Non bivalent
ACSS1,Always_up
ABHD12,Non bivalent
NINL,Non bivalent
NANP,Non bivalent
ZNF337,Non bivalent
FAM182B,Non bivalent
LOC101926935,Non bivalent
FRG1CP,Ni_higher_than_Pr
DEFB122,Non bivalent
BCL2L1,Non bivalent
DUSP15,Non bivalent
PDRG1,Non bivalent
TSPY26P,Non bivalent
PLAGL2,Non bivalent
NOL4L,Non bivalent
COMMD7,Non bivalent
CDK5RAP1,Non bivalent
SNTA1,Always_up
NECAB3,Non bivalent
E2F1,Non bivalent
