name,group
LAP3,Non bivalent
MED28,Non bivalent
NCAPG,Non bivalent
SLIT2,Always_up
PACRGL,Non bivalent
GBA3,Non bivalent
SOD3,Always_up
PI4K2B,Non bivalent
ZCCHC4,Non bivalent
ANAPC4,Non bivalent
SLC34A2,Always_up
SMIM20,Non bivalent
RBPJ,Non bivalent
TBC1D19,Non bivalent
STIM2,Always_up
PCDH7,Ni_higher_than_Pr
C4orf19,Always_up
PGM2,Always_up
TBC1D1,Always_up
KLF3,Non bivalent
FAM114A1,Non bivalent
KLHL5,Non bivalent
WDR19,Non bivalent
LIAS,Non bivalent
UGDH-AS1,Non bivalent
UBE2K,Non bivalent
N4BP2,Non bivalent
RHOH,Non bivalent
CHRNA9,Non bivalent
NSUN7,Non bivalent
UCHL1,Always_up
LIMCH1,Always_up
TMEM33,Non bivalent
DCAF4L1,Non bivalent
SLC30A9,Ni_higher_than_Pr
SHISA3,Always_up
GUF1,Ni_higher_than_Pr
ATP10D,Non bivalent
NIPAL1,Always_up
SLAIN2,Non bivalent
SLC10A4,Always_up
OCIAD1,Non bivalent
DCUN1D4,Non bivalent
SPATA18,Always_up
DANCR,Non bivalent
RASL11B,Always_up
FIP1L1,Always_up
PDGFRA,Always_up
KIT,Always_up
SRD5A3,Non bivalent
TMEM165,Non bivalent
EXOC1,Always_up
CEP135,Non bivalent
KIAA1211,Non bivalent
PAICS,Non bivalent
SRP72,Non bivalent
REST,Non bivalent
POLR2B,Non bivalent
ADGRL3,Non bivalent
UBA6-AS1,Non bivalent
TMPRSS11E,Non bivalent
AMBN,Non bivalent
UTP3,Non bivalent
RUFY3,Non bivalent
MOB1B,Ni_higher_than_Pr
DCK,Non bivalent
SLC4A4,Always_up
AFP,Non bivalent
MTHFD2L,Always_up
PARM1,Always_up
THAP6,Non bivalent
USO1,Non bivalent
STBD1,Always_up
SHROOM3,Non bivalent
SEPT11,Non bivalent
CCNG2,Non bivalent
MRPL1,Non bivalent
FRAS1,Non bivalent
ANXA3,Always_up
BMP2K,Non bivalent
LINC00989,Non bivalent
ENOPH1,Non bivalent
THAP9,Non bivalent
COPS4,Non bivalent
MRPS18C,Non bivalent
GPAT3,Pr_higher_than_Ni
CDS1,Pr_higher_than_Ni
ARHGAP24,Always_up
PTPN13,Always_up
AFF1,Non bivalent
NUDT9,Non bivalent
SPP1,Non bivalent
PKD2,Always_up
HERC6,Always_up
HERC5,Pr_higher_than_Ni
HERC3,Always_up
TIGD2,Always_up
GRID2,Non bivalent
SMARCAD1,Non bivalent
PDLIM5,Non bivalent
BMPR1B,Non bivalent
RAP1GDS1,Non bivalent
METAP1,Non bivalent
LOC100507053,Non bivalent
FLJ20021,Always_up
BANK1,Always_up
NFKB1,Non bivalent
LOC105377348,Non bivalent
CISD2,Non bivalent
TET2,Always_up
ARHGEF38,Always_up
GSTCD,Non bivalent
NPNT,Always_up
AIMP1,Ni_higher_than_Pr
SGMS2,Always_up
CYP2U1,Ni_higher_than_Pr
HADH,Non bivalent
RPL34,Non bivalent
OSTC,Non bivalent
SEC24B,Non bivalent
CCDC109B,Non bivalent
GAR1,Non bivalent
RRH,Non bivalent
LRIT3,Non bivalent
EGF,Ni_higher_than_Pr
ENPEP,Non bivalent
C4orf32,Always_up
AP1AR,Non bivalent
ALPK1,Non bivalent
LARP7,Non bivalent
ANK2,Non bivalent
UGT8,Always_up
SNHG8,Non bivalent
CEP170P1,Non bivalent
LOC729218,Non bivalent
METTL14,Non bivalent
SYNPO2,Always_up
USP53,Non bivalent
LOC645513,Non bivalent
EXOSC9,Non bivalent
KIAA1109,Non bivalent
BBS12,Non bivalent
FGF2,Always_up
SPATA5,Non bivalent
SPRY1,Non bivalent
FAT4,Always_up
INTU,Non bivalent
HSPA4L,Pr_higher_than_Ni
PLK4,Non bivalent
C4orf29,Non bivalent
LARP1B,Non bivalent
JADE1,Non bivalent
C4orf33,Non bivalent
LOC101927305,Non bivalent
PCDH10,Always_up
SLC7A11-AS1,Non bivalent
NOCT,Non bivalent
NAA15,Non bivalent
RAB33B,Non bivalent
MGST2,Non bivalent
SCOC,Ni_higher_than_Pr
ELMOD2,Ni_higher_than_Pr
ZNF330,Non bivalent
IL15,Always_up
USP38,Non bivalent
GAB1,Non bivalent
SMARCA5,Non bivalent
ABCE1,Non bivalent
SMAD1,Non bivalent
MMAA,Non bivalent
LSM6,Non bivalent
EDNRA,Ni_higher_than_Pr
TMEM184C,Non bivalent
ARHGAP10,Non bivalent
DCLK2,Always_up
MAB21L2,Pr_higher_than_Ni
RPS3A,Non bivalent
FAM160A1,Non bivalent
DKFZP434I0714,Non bivalent
ARFIP1,Non bivalent
FHDC1,Non bivalent
TRIM2,Non bivalent
MND1,Non bivalent
KIAA0922,Non bivalent
TLR2,Always_up
FGB,Non bivalent
LRAT,Ni_higher_than_Pr
RBM46,Ni_higher_than_Pr
GUCY1A3,Ni_higher_than_Pr
GUCY1B3,Always_up
TDO2,Non bivalent
TMEM144,Non bivalent
ETFDH,Non bivalent
FNIP2,Non bivalent
RAPGEF2,Non bivalent
TMA16,Non bivalent
APELA,Non bivalent
FAM218A,Non bivalent
TRIM60,Non bivalent
KLHL2,Non bivalent
MSMO1,Non bivalent
CPE,Always_up
TLL1,Always_up
PALLD,Non bivalent
CLCN3,Non bivalent
GALNT7,Non bivalent
SAP30,Non bivalent
HAND2-AS1,Always_up
CEP44,Non bivalent
WDR17,Ni_higher_than_Pr
SPCS3,Non bivalent
NEIL3,Ni_higher_than_Pr
TENM3,Non bivalent
WWC2,Non bivalent
CDKN2AIP,Non bivalent
ING2,Non bivalent
TRAPPC11,Non bivalent
STOX2,Ni_higher_than_Pr
PRIMPOL,Non bivalent
SLC25A4,Non bivalent
SNX25,Non bivalent
ANKRD37,Non bivalent
FAM149A,Pr_higher_than_Ni
CYP4V2,Always_up
ZFP42,Non bivalent
TRIML1,Non bivalent
ZNF732,Non bivalent
ABCA11P,Non bivalent
ZNF721,Non bivalent
ATP5I,Non bivalent
MFSD7,Non bivalent
LOC100129917,Non bivalent
CPLX1,Always_up
GAK,Non bivalent
DGKQ,Non bivalent
RNF212,Non bivalent
SPON2,Non bivalent
CTBP1,Non bivalent
FAM53A,Always_up
SLBP,Non bivalent
TMEM129,Non bivalent
LETM1,Always_up
NELFA,Non bivalent
HAUS3,Non bivalent
POLN,Non bivalent
MXD4,Non bivalent
ZFYVE28,Always_up
TNIP2,Non bivalent
MFSD10,Non bivalent
NOP14,Non bivalent
LRPAP1,Non bivalent
FAM86EP,Pr_higher_than_Ni
TMEM128,Non bivalent
LYAR,Non bivalent
STX18,Non bivalent
CYTL1,Non bivalent
EVC2,Non bivalent
CRMP1,Non bivalent
JAKMIP1,Always_up
PPP2R2C,Pr_higher_than_Ni
MRFAP1L1,Non bivalent
CCDC96,Always_up
GRPEL1,Non bivalent
AFAP1,Non bivalent
ABLIM2,Non bivalent
ACOX3,Non bivalent
HMX1,Pr_higher_than_Ni
SLC2A9,Non bivalent
WDR1,Non bivalent
ZNF518B,Always_up
HS3ST1,Always_up
RAB28,Non bivalent
NKX3-2,Always_up
BOD1L1,Non bivalent
LINC00504,Non bivalent
FBXL5,Non bivalent
FGFBP2,Non bivalent
PROM1,Non bivalent
TAPT1,Non bivalent
LDB2,Non bivalent
QDPR,Always_up
DCAF16,Non bivalent
LCORL,Always_up
ADGRA3,Non bivalent
PPARGC1A,Always_up
DHX15,Non bivalent
CCDC149,Non bivalent
LGI2,Always_up
SEPSECS,Ni_higher_than_Pr
SEL1L3,Ni_higher_than_Pr
RELL1,Non bivalent
TLR6,Non bivalent
RFC1,Always_up
RPL9,Non bivalent
UGDH,Non bivalent
SMIM14,Non bivalent
PDS5A,Non bivalent
RBM47,Non bivalent
APBB2,Always_up
BEND4,Always_up
ATP8A1,Non bivalent
GNPDA2,Ni_higher_than_Pr
GABRG1,Always_up
GABRA2,Always_up
COX7B2,Ni_higher_than_Pr
COMMD8,Non bivalent
NFXL1,Non bivalent
CNGA1,Non bivalent
TXK,Non bivalent
TEC,Always_up
FRYL,Non bivalent
OCIAD2,Non bivalent
SGCB,Ni_higher_than_Pr
USP46,Non bivalent
ERVMER34-1,Always_up
SCFD2,Non bivalent
LNX1,Non bivalent
CHIC2,Non bivalent
KDR,Always_up
CLOCK,Non bivalent
PDCL2,Non bivalent
NMU,Always_up
AASDH,Non bivalent
PPAT,Non bivalent
HOPX,Non bivalent
SPINK2,Always_up
NOA1,Non bivalent
IGFBP7,Always_up
TECRL,Non bivalent
CENPC,Non bivalent
UBA6,Non bivalent
YTHDC1,Non bivalent
GRSF1,Non bivalent
ADAMTS3,Always_up
COX18,Non bivalent
ANKRD17,Non bivalent
RCHY1,Non bivalent
G3BP2,Non bivalent
NAAA,Non bivalent
SDAD1,Non bivalent
NUP54,Non bivalent
SCARB2,Non bivalent
SOWAHB,Always_up
CCNI,Non bivalent
CNOT6L,Non bivalent
PAQR3,Non bivalent
NAA11,Ni_higher_than_Pr
ANTXR2,Always_up
PRKG2,Always_up
RASGEF1B,Ni_higher_than_Pr
HNRNPD,Non bivalent
HNRNPDL,Non bivalent
TMEM150C,Always_up
SEC31A,Non bivalent
THAP9-AS1,Non bivalent
LIN54,Non bivalent
PLAC8,Non bivalent
COQ2,Always_up
HPSE,Always_up
HELQ,Non bivalent
FAM175A,Non bivalent
NKX6-1,Always_up
WDFY3,Non bivalent
LOC100506746,Non bivalent
KLHL8,Non bivalent
HSD17B11,Non bivalent
ABCG2,Non bivalent
PPM1K,Always_up
PIGY,Non bivalent
PYURF,Non bivalent
NAP1L5,Non bivalent
FAM13A,Non bivalent
LOC101929194,Non bivalent
HPGDS,Ni_higher_than_Pr
UNC5C,Ni_higher_than_Pr
TSPAN5,Always_up
EIF4E,Non bivalent
ADH5,Non bivalent
TRMT10A,Non bivalent
LAMTOR3,Non bivalent
DNAJB14,Ni_higher_than_Pr
H2AFZ,Non bivalent
DDIT4L,Always_up
PPP3CA,Non bivalent
SLC39A8,Always_up
MANBA,Always_up
UBE2D3,Non bivalent
SLC9B2,Always_up
BDH2,Ni_higher_than_Pr
CENPE,Non bivalent
CXXC4,Always_up
PPA2,Non bivalent
INTS12,Non bivalent
TBCK,Non bivalent
DKK2,Always_up
PAPSS1,Non bivalent
LEF1,Always_up
COL25A1,Always_up
SEC24B-AS1,Non bivalent
CASP6,Non bivalent
PLA2G12A,Non bivalent
CFI,Non bivalent
ELOVL6,Non bivalent
PITX2,Pr_higher_than_Ni
TIFA,Always_up
ZGRF1,Non bivalent
CAMK2D,Non bivalent
ARSJ,Ni_higher_than_Pr
TRAM1L1,Always_up
PRSS12,Always_up
SEC24D,Non bivalent
C4orf3,Non bivalent
LINC01061,Non bivalent
PDE5A,Non bivalent
MAD2L1,Non bivalent
PRDM5,Ni_higher_than_Pr
ANXA5,Ni_higher_than_Pr
TMEM155,Pr_higher_than_Ni
CCNA2,Non bivalent
BBS7,Non bivalent
NUDT6,Non bivalent
ANKRD50,Non bivalent
MFSD8,Non bivalent
PGRMC2,Non bivalent
SCLT1,Non bivalent
PABPC4L,Always_up
PCDH18,Non bivalent
SLC7A11,Non bivalent
ELF2,Non bivalent
MGARP,Always_up
NDUFC1,Non bivalent
SETD7,Always_up
MAML3,Non bivalent
CLGN,Always_up
UCP1,Always_up
TBC1D9,Ni_higher_than_Pr
RNF150,Always_up
INPP4B,Always_up
ANAPC10,Non bivalent
OTUD4,Non bivalent
ZNF827,Non bivalent
SLC10A7,Always_up
PRMT9,Non bivalent
NR3C2,Always_up
LRBA,Non bivalent
SH3D19,Non bivalent
GATB,Non bivalent
FBXW7,Non bivalent
TMEM154,Non bivalent
TIGD4,Non bivalent
SFRP2,Always_up
PLRG1,Non bivalent
FGA,Non bivalent
FGG,Non bivalent
MAP9,Non bivalent
CTSO,Non bivalent
PDGFC,Always_up
FAM198B,Non bivalent
C4orf46,Non bivalent
PPID,Non bivalent
FSTL5,Always_up
NAF1,Non bivalent
NPY1R,Always_up
MARCH1,Always_up
TRIM61,Non bivalent
TMEM192,Non bivalent
DDX60,Non bivalent
DDX60L,Always_up
CBR4,Non bivalent
SH3RF1,Non bivalent
NEK1,Non bivalent
C4orf27,Non bivalent
MFAP3L,Always_up
AADAT,Always_up
HMGB2,Non bivalent
HAND2,Always_up
LOC101928509,Always_up
FBXO8,Non bivalent
HPGD,Pr_higher_than_Ni
VEGFC,Always_up
AGA,Non bivalent
LOC90768,Always_up
DCTD,Non bivalent
RWDD4,Non bivalent
IRF2,Non bivalent
CASP3,Non bivalent
CENPU,Non bivalent
ACSL1,Always_up
CFAP97,Non bivalent
UFSP2,Non bivalent
PDLIM3,Always_up
SORBS2,Always_up
FAT1,Ni_higher_than_Pr
TRIML2,Non bivalent
PLEKHG4B,Non bivalent
SDHA,Non bivalent
PDCD6,Non bivalent
AHRR,Non bivalent
EXOC3,Non bivalent
LOC100288152,Non bivalent
CEP72,Non bivalent
TRIP13,Non bivalent
NKD2,Non bivalent
SLC6A19,Ni_higher_than_Pr
NDUFS6,Non bivalent
C5orf38,Always_up
IRX1,Always_up
ICE1,Non bivalent
SRD5A1,Non bivalent
PAPD7,Non bivalent
MTRR,Non bivalent
MIR4458HG,Ni_higher_than_Pr
SNHG18,Ni_higher_than_Pr
CCT5,Non bivalent
MARCH6,Non bivalent
ANKRD33B,Always_up
LINC01194,Non bivalent
TRIO,Non bivalent
FAM105A,Always_up
OTULIN,Non bivalent
LOC100130744,Non bivalent
FBXL7,Ni_higher_than_Pr
BASP1,Non bivalent
GUSBP1,Non bivalent
C5orf17,Non bivalent
LINC01021,Non bivalent
CDH6,Ni_higher_than_Pr
C5orf22,Non bivalent
PDZD2,Non bivalent
SUB1,Non bivalent
NPR3,Always_up
TARS,Non bivalent
RAI14,Non bivalent
BRIX1,Non bivalent
DNAJC21,Non bivalent
SPEF2,Always_up
SKP2,Non bivalent
SLC1A3,Non bivalent
NIPBL,Non bivalent
WDR70,Non bivalent
EGFLAM,Always_up
LIFR-AS1,Always_up
OSMR,Pr_higher_than_Ni
CARD6,Non bivalent
C5orf51,Non bivalent
FBXO4,Non bivalent
GHR,Always_up
CCDC152,Ni_higher_than_Pr
LOC100506639,Non bivalent
ZNF131,Non bivalent
NNT,Non bivalent
MRPS30,Non bivalent
PARP8,Always_up
ISL1,Pr_higher_than_Ni
PELO,Always_up
ITGA1,Always_up
ITGA2,Always_up
LOC257396,Non bivalent
FST,Ni_higher_than_Pr
NDUFS4,Non bivalent
SNX18,Non bivalent
GPX8,Non bivalent
SKIV2L2,Non bivalent
DDX4,Non bivalent
MAP3K1,Always_up
SETD9,Non bivalent
GPBP1,Non bivalent
NDUFAF2,Non bivalent
ZSWIM6,Ni_higher_than_Pr
KIF2A,Non bivalent
IPO11,Non bivalent
IPO11-LRRC70,Non bivalent
RNF180,Ni_higher_than_Pr
FAM159B,Always_up
CWC27,Non bivalent
PPWD1,Non bivalent
TRAPPC13,Non bivalent
NLN,Non bivalent
ERBB2IP,Non bivalent
SREK1,Non bivalent
MAST4,Always_up
PIK3R1,Always_up
SLC30A5,Non bivalent
CCNB1,Non bivalent
CENPH,Non bivalent
MRPS36,Non bivalent
CDK7,Non bivalent
MARVELD2,Non bivalent
OCLN,Non bivalent
SMN1,Ni_higher_than_Pr
MCCC2,Non bivalent
MAP1B,Ni_higher_than_Pr
PTCD2,Ni_higher_than_Pr
TNPO1,Non bivalent
FCHO2,Non bivalent
TMEM171,Pr_higher_than_Ni
BTF3,Non bivalent
UTP15,Non bivalent
HEXB,Non bivalent
NSA2,Non bivalent
HMGCR,Non bivalent
POLK,Non bivalent
ANKDD1B,Non bivalent
IQGAP2,Non bivalent
F2R,Always_up
F2RL1,Non bivalent
CRHBP,Always_up
AGGF1,Non bivalent
PDE8B,Always_up
SCAMP1,Non bivalent
BHMT2,Non bivalent
BHMT,Always_up
JMY,Non bivalent
PAPD4,Non bivalent
CMYA5,Non bivalent
THBS4,Always_up
SPZ1,Non bivalent
ZFYVE16,Non bivalent
FAM151B,Non bivalent
MSH3,Non bivalent
RASGRF2,Always_up
CKMT2,Non bivalent
ZCCHC9,Non bivalent
ATG10,Non bivalent
ATP6AP1L,Non bivalent
XRCC4,Non bivalent
VCAN,Ni_higher_than_Pr
COX7C,Non bivalent
RASA1,Non bivalent
TMEM161B-AS1,Non bivalent
POLR3G,Non bivalent
ADGRV1,Always_up
NR2F1,Always_up
SLF1,Non bivalent
ARSK,Non bivalent
RFESD,Ni_higher_than_Pr
RHOBTB3,Always_up
CAST,Ni_higher_than_Pr
ERAP2,Non bivalent
LNPEP,Always_up
RGMB,Always_up
FAM174A,Non bivalent
PAM,Always_up
PPIP5K2,Non bivalent
C5orf30,Always_up
FER,Non bivalent
MAN2A1,Non bivalent
SLC25A46,Always_up
WDR36,Always_up
CAMK4,Ni_higher_than_Pr
EPB41L4A-AS1,Non bivalent
APC,Non bivalent
SRP19,Non bivalent
DCP2,Non bivalent
YTHDC2,Always_up
KCNN2,Ni_higher_than_Pr
AP3S1,Non bivalent
LVRN,Always_up
COMMD10,Non bivalent
DMXL1,Non bivalent
TNFAIP8,Always_up
HSD17B4,Non bivalent
PRR16,Always_up
SRFBP1,Non bivalent
SNCAIP,Always_up
SNX2,Always_up
SNX24,Non bivalent
PRDM6,Always_up
CSNK1G3,Non bivalent
GRAMD3,Non bivalent
PHAX,Non bivalent
LMNB1,Non bivalent
MEGF10,Always_up
PRRC1,Non bivalent
SLC12A2,Non bivalent
SLC27A6,Always_up
ISOC1,Always_up
ADAMTS19,Ni_higher_than_Pr
CHSY3,Ni_higher_than_Pr
LYRM7,Non bivalent
CDC42SE2,Non bivalent
PDLIM4,Non bivalent
SLC22A4,Non bivalent
SLC22A5,Non bivalent
RAD50,Non bivalent
CCNI2,Pr_higher_than_Ni
SOWAHA,Always_up
UQCRQ,Non bivalent
HSPA4,Non bivalent
TCF7,Always_up
UBE2B,Non bivalent
JADE2,Non bivalent
SEC24A,Non bivalent
CAMLG,Non bivalent
DDX46,Non bivalent
C5orf24,Non bivalent
TXNDC15,Non bivalent
PCBD2,Non bivalent
CATSPER3,Non bivalent
C5orf66,Always_up
FBXL21,Always_up
TGFBI,Always_up
SMAD5,Ni_higher_than_Pr
KIF20A,Non bivalent
FAM53C,Non bivalent
KDM3B,Non bivalent
REEP2,Non bivalent
EGR1,Ni_higher_than_Pr
CTNNA1,Non bivalent
MATR3,Non bivalent
SNHG4,Non bivalent
PAIP2,Non bivalent
UBE2D2,Non bivalent
CXXC5,Non bivalent
PURA,Always_up
IGIP,Non bivalent
CYSTM1,Non bivalent
ANKHD1,Non bivalent
ANKHD1-EIF4EBP3,Non bivalent
EIF4EBP3,Non bivalent
SLC35A4,Non bivalent
TMCO6,Non bivalent
IK,Ni_higher_than_Pr
WDR55,Non bivalent
HARS2,Non bivalent
ZMAT2,Non bivalent
PCDHA4,Ni_higher_than_Pr
PCDHA10,Always_up
PCDHAC2,Ni_higher_than_Pr
PCDHB2,Always_up
PCDHB3,Ni_higher_than_Pr
PCDHB5,Ni_higher_than_Pr
PCDHB10,Ni_higher_than_Pr
PCDHB11,Ni_higher_than_Pr
PCDHB13,Ni_higher_than_Pr
PCDHB14,Ni_higher_than_Pr
PCDHB15,Ni_higher_than_Pr
PCDHGA2,Always_up
PCDHGA3,Always_up
PCDHGB1,Always_up
PCDHGA4,Non bivalent
PCDHGB2,Ni_higher_than_Pr
PCDHGA5,Ni_higher_than_Pr
PCDHGA6,Always_up
PCDHGA7,Ni_higher_than_Pr
PCDHGB4,Always_up
PCDHGA8,Always_up
PCDHGB5,Always_up
PCDHGA9,Always_up
PCDHGB6,Always_up
PCDHGA10,Always_up
PCDHGB7,Always_up
PCDHGA11,Ni_higher_than_Pr
PCDHGA12,Always_up
PCDHGC3,Always_up
RELL2,Non bivalent
KIAA0141,Non bivalent
RNF14,Non bivalent
NDFIP1,Always_up
ARHGAP26,Always_up
KCTD16,Non bivalent
SH3RF2,Always_up
RBM27,Non bivalent
TCERG1,Non bivalent
SCGB3A2,Non bivalent
SPINK5,Non bivalent
FBXO38,Ni_higher_than_Pr
ABLIM3,Non bivalent
AFAP1L1,Pr_higher_than_Ni
GRPEL2,Non bivalent
PCYOX1L,Non bivalent
PPARGC1B,Non bivalent
SLC26A2,Non bivalent
HMGXB3,Non bivalent
CDX1,Always_up
TCOF1,Non bivalent
NDST1,Non bivalent
SYNPO,Non bivalent
MYOZ3,Non bivalent
SMIM3,Ni_higher_than_Pr
GPX3,Always_up
GM2A,Non bivalent
SLC36A1,Always_up
G3BP1,Non bivalent
GRIA1,Always_up
MFAP3,Non bivalent
GALNT10,Always_up
SAP30L,Non bivalent
LARP1,Non bivalent
CNOT8,Non bivalent
MRPL22,Non bivalent
SGCD,Non bivalent
PPP1R2P3,Ni_higher_than_Pr
CYFIP2,Non bivalent
NIPAL4,Always_up
THG1L,Non bivalent
LSM11,Non bivalent
UBLCP1,Ni_higher_than_Pr
ADRA1B,Always_up
TTC1,Non bivalent
PTTG1,Non bivalent
GABRG2,Always_up
CCNG1,Non bivalent
HMMR,Non bivalent
MAT2B,Non bivalent
TENM2,Non bivalent
WWC1,Always_up
RARS,Non bivalent
FBLL1,Always_up
SPDL1,Non bivalent
DOCK2,Always_up
C5orf58,Ni_higher_than_Pr
GABRP,Non bivalent
RANBP17,Non bivalent
TLX3,Always_up
NPM1,Non bivalent
FGF18,Non bivalent
NEURL1B,Always_up
ERGIC1,Non bivalent
RPL26L1,Non bivalent
ATP6V0E1,Non bivalent
CREBRF,Non bivalent
BNIP1,Non bivalent
CPEB4,Non bivalent
MSX2,Pr_higher_than_Ni
SFXN1,Always_up
HRH2,Non bivalent
CPLX2,Always_up
SIMC1,Always_up
ARL10,Non bivalent
HIGD2A,Non bivalent
FAF2,Non bivalent
TSPAN17,Ni_higher_than_Pr
UNC5A,Always_up
ZNF346,Non bivalent
FGFR4,Non bivalent
NSD1,Non bivalent
PRELID1,Non bivalent
RGS14,Non bivalent
GRK6,Non bivalent
PRR7,Non bivalent
TMED9,Non bivalent
B4GALT7,Non bivalent
LOC728554,Non bivalent
N4BP3,Non bivalent
RMND5B,Ni_higher_than_Pr
HNRNPAB,Non bivalent
ZNF354B,Non bivalent
ZNF454,Non bivalent
ZNF879,Non bivalent
ZNF354C,Non bivalent
RUFY1,Non bivalent
CANX,Non bivalent
MAML1,Non bivalent
SQSTM1,Non bivalent
CNOT6,Non bivalent
LINC00847,Non bivalent
BTNL9,Non bivalent
TRIM41,Non bivalent
CTC-338M12.4,Non bivalent
TRIM52-AS1,Non bivalent
CCDC127,Non bivalent
EXOC3-AS1,Non bivalent
PP7080,Non bivalent
SLC9A3,Non bivalent
TPPP,Non bivalent
ZDHHC11,Non bivalent
BRD9,Non bivalent
LOC100506688,Non bivalent
SLC12A7,Non bivalent
TERT,Always_up
CLPTM1L,Non bivalent
LPCAT1,Non bivalent
SDHAP3,Non bivalent
LOC728613,Non bivalent
MRPL36,Non bivalent
IRX4,Pr_higher_than_Ni
IRX2,Non bivalent
MED10,Non bivalent
NSUN2,Non bivalent
FASTKD3,Non bivalent
SEMA5A,Ni_higher_than_Pr
FAM173B,Non bivalent
CMBL,Non bivalent
DAP,Non bivalent
CTNND2,Always_up
ANKH,Pr_higher_than_Ni
ZNF622,Non bivalent
FAM134B,Non bivalent
MYO10,Ni_higher_than_Pr
CDH18,Non bivalent
DROSHA,Non bivalent
GOLPH3,Non bivalent
MTMR12,Non bivalent
ZFR,Always_up
ADAMTS12,Non bivalent
SLC45A2,Non bivalent
AMACR,Non bivalent
C1QTNF3-AMACR,Non bivalent
RAD1,Non bivalent
PRLR,Always_up
UGT3A2,Always_up
LMBRD2,Non bivalent
NADK2,Ni_higher_than_Pr
NIPBL-AS1,Non bivalent
C5orf42,Non bivalent
NUP155,Non bivalent
LIFR,Non bivalent
RICTOR,Non bivalent
FYB,Non bivalent
DAB2,Always_up
TTC33,Non bivalent
PRKAA1,Non bivalent
LOC100506548,Non bivalent
RPL37,Non bivalent
OXCT1,Always_up
SEPP1,Non bivalent
FLJ32255,Pr_higher_than_Ni
ANXA2R,Pr_higher_than_Ni
LOC648987,Non bivalent
HMGCS1,Non bivalent
CCL28,Non bivalent
C5orf28,Non bivalent
C5orf34,Non bivalent
PAIP1,Non bivalent
NNT-AS1,Non bivalent
EMB,Ni_higher_than_Pr
LOC642366,Pr_higher_than_Ni
MOCS2,Non bivalent
ARL15,Non bivalent
ESM1,Non bivalent
MCIDAS,Pr_higher_than_Ni
CCNO,Pr_higher_than_Ni
DHX29,Non bivalent
RNF138P1,Non bivalent
PPAP2A,Non bivalent
SLC38A9,Non bivalent
IL6ST,Non bivalent
ANKRD55,Non bivalent
MIER3,Always_up
PLK2,Non bivalent
PDE4D,Always_up
DEPDC1B,Ni_higher_than_Pr
ELOVL7,Ni_higher_than_Pr
ERCC8,Non bivalent
SMIM15,Non bivalent
DIMT1,Non bivalent
SREK1IP1,Non bivalent
ADAMTS6,Always_up
CENPK,Non bivalent
TRIM23,Non bivalent
SGTB,Non bivalent
CCDC125,Non bivalent
NAIP,Non bivalent
GTF2H2C_2,Non bivalent
GTF2H2,Non bivalent
GTF2H2C,Non bivalent
MRPS27,Ni_higher_than_Pr
FOXD1,Always_up
ANKRA2,Non bivalent
ENC1,Always_up
GFM2,Non bivalent
FAM169A,Non bivalent
GCNT4,Non bivalent
COL4A3BP,Non bivalent
POC5,Non bivalent
ZBED3,Non bivalent
WDR41,Always_up
TBCA,Non bivalent
AP3B1,Non bivalent
SCAMP1-AS1,Non bivalent
LHFPL2,Non bivalent
ARSB,Always_up
HOMER1,Non bivalent
MTX3,Always_up
SERINC5,Non bivalent
DHFR,Non bivalent
CKMT2-AS1,Non bivalent
SSBP2,Ni_higher_than_Pr
RPS23,Non bivalent
TMEM167A,Non bivalent
HAPLN1,Non bivalent
EDIL3,Ni_higher_than_Pr
CCNH,Non bivalent
TMEM161B,Non bivalent
MEF2C,Non bivalent
CETN3,Non bivalent
MBLAC2,Non bivalent
LYSMD3,Always_up
ARRDC3,Non bivalent
NR2F1-AS1,Always_up
FAM172A,Always_up
KIAA0825,Non bivalent
TTC37,Non bivalent
GLRX,Non bivalent
ELL2,Always_up
PCSK1,Always_up
ERAP1,Non bivalent
LIX1,Non bivalent
RIOK2,Non bivalent
CHD1,Non bivalent
ST8SIA4,Pr_higher_than_Ni
SLCO4C1,Non bivalent
LINC00491,Non bivalent
GIN1,Non bivalent
NUDT12,Always_up
EFNA5,Ni_higher_than_Pr
FBXL17,Non bivalent
PJA2,Non bivalent
STARD4,Non bivalent
NREP,Non bivalent
EPB41L4A,Always_up
REEP5,Non bivalent
MCC,Always_up
TRIM36,Always_up
PGGT1B,Always_up
CCDC112,Always_up
FEM1C,Non bivalent
TMED7,Non bivalent
TMED7-TICAM2,Non bivalent
CDO1,Always_up
ATG12,Non bivalent
SEMA6A,Non bivalent
DTWD2,Non bivalent
LOX,Pr_higher_than_Ni
MGC32805,Non bivalent
PPIC,Pr_higher_than_Ni
CEP120,Non bivalent
ZNF608,Non bivalent
ALDH7A1,Non bivalent
MARCH3,Ni_higher_than_Pr
C5orf63,Ni_higher_than_Pr
LINC01184,Always_up
FBN2,Ni_higher_than_Pr
HINT1,Non bivalent
RAPGEF6,Non bivalent
FNIP1,Non bivalent
ACSL6,Always_up
P4HA2,Non bivalent
IRF1,Non bivalent
KIF3A,Non bivalent
SEPT8,Always_up
SHROOM1,Pr_higher_than_Ni
AFF4,Non bivalent
ZCCHC10,Non bivalent
FSTL4,Always_up
C5orf15,Non bivalent
VDAC1,Non bivalent
SKP1,Non bivalent
PPP2CA,Non bivalent
CDKL3,Non bivalent
CDKN2AIPNL,Non bivalent
